"id","名稱","敘述","類別","子類別","攻擊","防禦","重量","買價","賣價"
"918","粘糊的蹼","割下有蹼的怪物的後腳得來的物品。可向收集商購買。","其他","-","0","0","1","20","10"
"919","動物外皮","剝下動物的外皮得來的,可以用來折衣服或棉被等物品。可向收集商購買。","其他","-","0","0","1","27","13"
"920","狼指甲","從狼的腳上剪下來的腳指甲,可向收集品購買。","其他","-","0","0","1","58","29"
"921","香菇芽孢","從香菇類的植物那得來的芽孢。可向收集商購買。","其他","-","0","0","1","36","18"
"922","獸人犬齒","剪下獸人的尖牙，賣給收集品商人。","其他","-","0","0","1","220","10"
"923","惡魔角","被視為惡魔象徵的魔羌之角，以高價賣給收集品商人。","其他","-","0","0","1","1200","10"
"924","蝴蝶翅膀粉末","將蝴蝶翅膀上掉落下來的粉末,可向收集商高價販賣。價值不菲。","其他","-","0","0","1","90","45"
"925","鳥嘴","從飛行魔怪或動物身上得來的嘴巴,可向收集商購買。","其他","-","0","0","1","48","24"
"926","蛇鱗","蛇的鱗片,可以用來製做各種衣物。可向收集商購買。","其他","-","0","0","1","82","41"
"928","昆蟲觸角","從部份怪物或昆蟲身上得來的觸鬚。可向收集商購買。","其他","-","0","0","1","114","57"
"929","不死心臟","獲得不死之力，不會停止且繼續跳動的心臟。賣給收藏品商人。","其他","-","0","0","1","374","10"
"930","腐爛繃帶","看起來很老舊，早已失去價值的繃帶。賣給收藏品商人。","其他","-","0","0","1","350","10"
"931","獸人戰士之證","獸人視為戰士徽章的雕刻品。賣給收藏品商人。","其他","-","0","0","1","142","71"
"932","死人遺骨","不死的邪骸戰士的骨頭。可向收集商購買。","其他","-","0","0","1","232","116"
"934","亡者遺物","據說是亡者前往黃泉時需要的物品，因此一起陪葬的珍貴寶物。大致上都是高價的物品。","其他","-","0","0","1","600","10"
"935","堅硬外殼","怪物身上堅硬的外殼,可向收集商購買。","其他","-","0","0","1","14","7"
"936","鱗片皮膚","剪下覆蓋鱗片的皮膚，賣給收集品商人。","其他","-","0","0","1","466","10"
"937","毒牙","含有毒液的犬齒,可向收集商購買。","其他","-","0","0","1","148","74"
"938","粘稠液體","不知名的黏稠液體,可向收集商購買。","其他","-","0","0","1","70","35"
"939","蜂針","大黃蜂尾端用來做武器的又長又細的蜂針,可向收集商購買。","其他","-","0","0","1","32","16"
"940","蝗蟲後腿","怪物搖滾蝗蟲的後腿。可向收集商購買。","其他","-","0","0","1","36","18"
"941","牛鼻環","為了牽著牛移動，穿在牛鼻子間的環狀物。賣給收藏品商人。","其他","-","0","0","1","568","10"
"942","猴子尾巴","怪物溜溜猴的尾巴。可向收集商購買。","其他","-","0","0","1","114","57"
"943","堅硬外皮","怪物身上堅硬的外皮,可向收集商購買。","其他","-","0","0","1","448","224"
"944","馬蹄","裝在馬蹄上的鐵塊。賣給收藏品商人。","其他","-","0","0","1","588","10"
"945","變身葉子","怪物狸貓變身用的葉子,可向收集商購買。","其他","-","0","0","1","106","53"
"946","蝸牛殼","堅硬的蝸牛外殼。可向收集商購買。","其他","-","0","0","1","64","32"
"947","硬角","尖銳且硬尖的怪物的角。可向收集商購買。","其他","-","0","0","1","116","58"
"948","熊掌","熊的腳掌,聽說有著相當特殊的風味。可向收集商購買。","其他","-","0","0","1","174","87"
"949","柔毛","相當柔軟的毛,可用來製作高級衣物。可向收集商購買。","其他","-","0","0","1","20","10"
"950","人魚之心","人魚的紅色心臟,不論何時看起來都是噗通噗通跳動著的樣子。可向收集商購買。","其他","-","0","0","1","264","10"
"951","背鰭","從魚類或是部份怪物身上得來的背鰭。可向收集商購買。","其他","-","0","0","1","412","206"
"952","仙人掌刺","具有保護仙人掌作用的尖銳的刺,可向收集商購買。","其他","-","0","0","1","82","41"
"953","石心","成為蘊含咒術之岩石娃娃的力量來源的石頭。賣給收藏品商人。","其他","-","0","0","1","184","92"
"954","發亮鱗片","閃閃發亮的神秘麟片,可向收集商購買。","其他","-","0","0","1","466","233"
"955","昆蟲外殼","怪物身上堅硬的外殼,可向收集商購買。","其他","-","0","0","1","52","26"
"956","鰓刺","剪下魚類或部分怪物的鰓。賣給收藏品商人。","其他","-","0","0","1","342","171"
"957","亡者指甲","亡者身上的手指甲,可向收集商購買。","其他","-","0","0","1","82","41"
"958","亡者牙齒","亡者身上的牙齒,可向收集商購買。","其他","-","0","0","1","390","195"
"959","腐爛鱗片","嚴重腐壞且散發臭味的神祕鱗片。雖然不清楚用途，賣給收集品商人。","其他","-","0","0","1","168","84"
"960","鉗子","螃蟹的鉗子,比想像中還要堅硬,注意一旦被夾到,就不容易甩開,可向收集商購買。","其他","-","0","0","1","114","57"
"961","海螺","生活在海中的海螺的殼,放到耳邊時還可以隱約聽到朦朧的海浪聲。可向收集商購買。","其他","-","0","0","1","158","79"
"962","觸鬚","濕濕地還殘留水分的觸鬚,可向收集商購買。","其他","-","0","0","1","70","35"
"963","銳利麟片","就像刀一樣相當尖銳的鱗片。加工後可製成各種有用的道具。賣給收藏品商人。","其他","-","0","0","1","250","125"
"964","螃蟹外殼","從海邊取下螃蟹外殼後將它曬乾。相當堅固，散發獨特的香氣。賣給收藏品商人。","其他","-","0","0","1","90","45"
"965","蛤蜊外殼","從海邊取下貝殼外殼後將它曬乾。相當堅硬。賣給收藏品商人。","其他","-","0","0","1","56","28"
"966","蛤蜊肉","塗上貝殼的肉。雖然可以用各種方法食用，但如果不清除在泥灘上沾到的泥土，食用時心情會很糟。賣給收藏品商人。","其他","-","0","0","1","158","79"
"968","獸人英雄之證","獸人部落中繼承勇者血緣的獸人才能獲得的英雄之證。雖然沒有特殊能力，但對獸人來說是神聖的象徵。可高價賣給收藏品商人。","其他","-","0","0","1","3000","10"
"969","黃金","散發燦爛陽光的稀有金屬。相當堅硬，在化學上來說相當穩定。不容易加工，因為稀有的關係，一定是深具價值的金屬。可高價賣給收藏品商人。","其他","-","0","0","20","150000","10"
"970","酒精","帶有獨特香味的液體, 因為在常溫中容易蒸發的關係,所以必須保存於密閉的空間中。具有容易著火的特性,還可以融化水無法溶解的物質。","其他","-","0","0","3","400","200"
"971","帝特立米藥水","Detrimindexta的縮寫。是無法輕易得到的液體,有著無法與水混合的特性,非常的稀少,常常被用來製成中和劑。","其他","-","0","0","3","400","200"
"972","卡勒波迪藥水","Karvodailnirol的縮寫。是無法輕易得到的液體,有著無法與水混合的特性,非常的稀少,常常被用來製成混合劑。","其他","-","0","0","3","400","200"
"973","中和劑","染色布料或頭髮時使用。","其他","-","0","0","7","800","10"
"974","混合劑","染色布料或頭髮時使用。","其他","-","0","0","7","800","10"
"975","紅色染料","可把布料或頭髮染成紅色。把紅色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"976","黃色染料","可把布料或頭髮染成黃色。把黃色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"978","藍色染料","可把布料或頭髮染成藍色。把藍色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"979","綠色染料","可把布料或頭髮染成綠色。把綠色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"980","赤色染料","可把布料或頭髮染成赤色。把紅色藥草和黃色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"981","紫色染料","可把布料或頭髮染成紫色。把紅色藥草和藍色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"982","白色染料","可把布料或頭髮染成白色。把白色藥草當作原料上色。","其他","-","0","0","15","8000","10"
"983","黑色染料","可把布料或頭髮染成黑色。把多種藥草當作原料上色。","其他","-","0","0","15","8000","10"
"984","神之金屬","被稱為神之金屬的神秘金屬,比什麼東西都堅硬,用它來製造武器可以得到相當強大的破壞力,可以強化等級三和等級四的武器。","其他","-","0","0","20","1100","10"
"985","鋁","很輕且沒有毒性的金屬。常被拿來作成盔甲,以此製成的所有防具將變成更強。","其他","-","0","0","20","1100","10"
"986","鐵砧","精煉武器或盔甲等金屬時會加入的材料，使用錘子敲打加工的托座。","其他","-","0","0","50","30000","10"
"987","神之金屬鐵砧","精煉武器或盔甲等金屬時會加入的材料，使用錘子敲打加工製成的神之金屬托座。","其他","-","0","0","70","120000","10"
"988","黃金鐵砧","精煉武器或盔甲等金屬時會加入的材料，使用錘子敲打加工製成的黃金托座。","其他","-","0","0","90","300000","10"
"990","火靈礦石","紅色的小礦石塊。擁有火屬性,提煉後可以製作出火靈原石。","其他","-","0","0","5","1000","500"
"991","水靈礦石","藍色的小礦石塊。擁有水屬性,提煉後可以製作出水靈原石。","其他","-","0","0","5","1000","500"
"992","風靈礦石","黃色的小礦石塊。擁有風屬性,提煉後可以製作出風靈原石。","其他","-","0","0","5","1000","500"
"993","地靈礦石","綠色的小礦石塊。擁有地屬性,提煉後可以製作出地靈原石。","其他","-","0","0","5","1000","500"
"994","火靈原石","擁有火屬性的礦石。","其他","-","0","0","30","3000","10"
"995","水靈原石","擁有水屬性的礦石。","其他","-","0","0","30","3000","1500"
"996","風靈原石","具備風屬性的屬性石。","其他","-","0","0","30","3000","1500"
"997","土靈原石","具備地屬性的屬性石。","其他","-","0","0","30","3000","1500"
"998","鐵","除了硬度夠,它也較為輕薄,與其他金屬比較起來,加工較容易。","其他","-","0","0","5","100","50"
"999","鋼鐵","將鐵浸泡幾次特殊藥水後,可以使其強度更高,製造出來的武器或防具硬度更高。","其他","-","0","0","10","1000","500"
"1000","星星的角","天空上的星星的碎片。製作武器時可提升武器的硬度。","其他","-","0","0","10","4500","10"
"1001","星星的粉末","星星的一角,提煉之後可以製造星星的碎片。","其他","-","0","0","1","1500","750"
"1002","鐵礦石","含有鐵成分的礦石,提煉的話可得到鐵。","其他","-","0","0","15","50","25"
"1003","煤礦","含有大量碳的黑色礦石。和鐵一起精煉後可製成鋼鐵。","其他","-","0","0","5","500","250"
"1004","忠誠之證","對主君效忠，守護弱者的騎士精神。","其他","-","0","0","10","20","10"
"1005","高級鐵砧","偉大的鐵匠都懂得使用的精煉錘。","其他","-","0","0","80","20","10"
"1006","古魔法書","老舊的魔法書。沉睡著古代的強大魔法。","其他","-","0","0","3","2","10"
"1007","慧眼","能預言並看到遙遠未來的慧眼與知識。","其他","-","0","0","4","20","10"
"1008","泯滅之心","為了成為暗殺者，完全抹滅身為人類的情感。","其他","-","0","0","10","20","10"
"1009","神之手","刻印在身上的標誌或痕跡，具備宗教的意義。","其他","-","0","0","2","20","10"
"1010","強化武器金屬-級數一","用來強化武器在製作武器所使用的金屬,可以強化等級一的武器。","其他","-","0","0","20","200","100"
"1011","強化武器金屬-級數二","用來強化武器在製作武器所使用的金屬,可以強化級數二的武器。","其他","-","0","0","20","1000","500"
"1012","傘蜥頸","棲息在沙漠的蜥蜴的華麗頸部。賣給收藏品商人。","其他","-","0","0","1","250","125"
"1013","彩色昆蟲外殼","花花綠綠的昆蟲外殼。可向收集商購買。","其他","-","0","0","1","90","45"
"1014","螞蟻下巴","棲息在地上的昆蟲的尖銳與堅硬的下巴。賣給收藏品商人。","其他","-","0","0","1","20","10"
"1015","細長舌頭","細長舌頭。黏稠讓人覺得不舒服。賣給收藏品商人。","其他","-","0","0","1","20","10"
"1016","鼠尾","細長的尾巴。可向收集商購買。","其他","-","0","0","1","20","10"
"1017","鼠鬚","被切斷的鼠鬚。賣給收藏品商人。","其他","-","0","0","1","106","10"
"1018","鼠指甲","被切斷的田鼠堅硬的指甲。為了能挖地，鍛鍊成相當堅硬。賣給收藏品商人。","其他","-","0","0","1","20","10"
"1019","瑪哪樹枝","瑪哪樹枝。可向收集商購買。","其他","-","0","0","1","60","30"
"1020","長髮","女子細長的頭髮。充滿潤澤的秀髮讓男性們燃起一股朦朧的情感。賣給收藏品商人。","其他","-","0","0","1","20","10"
"1021","土人之角","土人尖銳的角。據說土人之角從以前就會帶來財運。賣給收藏品商人。","其他","-","0","0","1","292","10"
"1022","狐狸尾巴","狐狸的尾巴。賣給收藏品商人。","其他","-","0","0","1","650","10"
"1023","魚尾","魚的尾巴。賣給收藏品商人。","其他","-","0","0","1","20","10"
"1024","墨汁","怪物烏賊噴出的黑色液體。可向收集商購買。","其他","-","0","0","1","20","10"
"1025","蜘蛛絲","蜘蛛所吐出來的蜘蛛絲,具有黏性且相當結實。可向收集商購買。","其他","-","0","0","1","184","92"
"1026","橡實","橡木的果實。可向收集商購買。","其他","-","0","0","1","98","49"
"1027","刺蝟尖刺","刺蝟身上尖細的刺,不好好保管的話可能會造成傷害。可向收集商購買。","其他","-","0","0","1","158","79"
"1028","野豬毛","野豬身上的毛,像針一樣刺人且非常強韌。可向收集商購買。","其他","-","0","0","1","196","98"
