魔物名稱,等級,血量,95%迴避,100%命中,屬性,種族,體型,base經驗血量比(經驗值/血量),job經驗血量比,所屬地圖,魔物詳細資料
單眼蟲,89,15357,373,371,暗2,動物,小,0.6293,0.1923,西邊洞穴加露 (bea_d01_a)；西邊洞穴加露 (bea_d01_b)；西邊洞穴加露 (bea_d01_z)；西邊洞穴加露 (beach_dun)；龜島 (tur_d01_a)；龜島 (tur_d01_b)；龜島 (tur_d01_z)；龜島密穴 (tur_d02_a)；龜島密穴 (tur_d02_b)；龜島密穴 (tur_d02_z)；龜島 (tur_dun01)；龜島密穴 (tur_dun02),https://twroz.wiki/mob?search_query=1256
惡雲仙人,124,224222,400,362,無2,無形,大,0.6,0,崑崙神仙的圍棋臺 (gon_d02_a)；崑崙神仙的圍棋臺 (gon_d02_b)；崑崙神仙的圍棋臺 (gon_d02_z)；崑崙武陵道院 (gon_d03_a)；崑崙武陵道院 (gon_d03_b)；崑崙武陵道院 (gon_d03_z)；崑崙神仙的圍棋臺 (gon_dun02)；崑崙武陵道院 (gon_dun03),https://twroz.wiki/mob?search_query=1412
惡魔波利,85,93317,406,375,暗4,惡魔,中,3.5435,0.4576,蘇克拉特沙漠 (pay_f04_z)；蘇克拉特沙漠 (pay_fild04),https://twroz.wiki/mob?search_query=1582
惡靈,77,16997,339,304,不死4,不死,大,0.6,0.132,修道院 (gl_chu_a)；修道院 (gl_chu_b)；修道院 (gl_chu_z)；修道院 (gl_church)；地下公墓 (gl_chy_a)；地下公墓 (gl_chy_b)；地下公墓 (gl_chy_z)；地下公墓 (gl_chyard),https://twroz.wiki/mob?search_query=1192
森林妖姬,88,16113,335,304,地4,植物,中,0.4848,0.1373,汶巴拉嚕嚕卡森林 (um_fild01),https://twroz.wiki/mob?search_query=1493
森靈,17,186,210,230,地1,植物,中,1.9355,0.4194,斐揚森林 (pay_f08_a)；斐揚森林 (pay_f08_b)；斐揚森林 (pay_f08_z)；斐揚森林 (pay_fild02)；斐揚森林 (pay_fild06)；斐揚森林 (pay_fild08),https://twroz.wiki/mob?search_query=1024
無顱武士,108,192348,379,337,不死2,不死,中,0.1152,0.0308,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01)；尼芙菲姆鬼峽谷 (nif_fild02)；亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=1504
猴桃木,119,189552,370,354,地2,植物,中,0.6,0,崑崙西王母神殿 (gon_d01_a)；崑崙西王母神殿 (gon_d01_b)；崑崙西王母神殿 (gon_d01_z)；崑崙神仙的圍棋臺 (gon_d02_a)；崑崙神仙的圍棋臺 (gon_d02_b)；崑崙神仙的圍棋臺 (gon_d02_z)；崑崙西王母神殿 (gon_dun01)；崑崙神仙的圍棋臺 (gon_dun02),https://twroz.wiki/mob?search_query=1410
盜賊波利,1,30,178,203,水1,植物,中,0,0,,https://twroz.wiki/mob?search_query=2450
盜蟲,23,301,206,231,無3,昆蟲,小,1.5748,0.3821,冷豔舞姬村 (gef_f05_a)；冷豔舞姬村 (gef_f05_b)；冷豔舞姬村 (gef_f05_z)；冷豔舞姬村 (gef_fild05)；普隆德拉城地下1樓 (prt_ca01)；普隆德拉城地下2樓 (prt_ca02)；地下水道1樓 (prt_d01_a)；地下水道1樓 (prt_d01_b)；地下水道1樓 (prt_d01_z)；地下水道2樓 (prt_d02_a)；地下水道2樓 (prt_d02_b)；地下水道2樓 (prt_d02_z)；地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道4樓 (prt_d04_a)；地下水道4樓 (prt_d04_b)；地下水道4樓 (prt_d04_z)；普隆德拉區域 (prt_fild05)；地下水道1樓 (prt_sewb1)；地下水道2樓 (prt_sewb2)；地下水道3樓 (prt_sewb3)；地下水道4樓 (prt_sewb4),https://twroz.wiki/mob?search_query=1051
盜蟲卵,22,350,200,226,暗1,昆蟲,小,1.2514,0.3029,冷豔舞姬村 (gef_f05_a)；冷豔舞姬村 (gef_f05_b)；冷豔舞姬村 (gef_f05_z)；冷豔舞姬村 (gef_fild05)；普隆德拉城地下1樓 (prt_ca01)；普隆德拉城地下2樓 (prt_ca02)；地下水道1樓 (prt_d01_a)；地下水道1樓 (prt_d01_b)；地下水道1樓 (prt_d01_z)；地下水道2樓 (prt_d02_a)；地下水道2樓 (prt_d02_b)；地下水道2樓 (prt_d02_z)；地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道4樓 (prt_d04_a)；地下水道4樓 (prt_d04_b)；地下水道4樓 (prt_d04_z)；普隆德拉區域 (prt_fild05)；地下水道1樓 (prt_sewb1)；地下水道2樓 (prt_sewb2)；地下水道3樓 (prt_sewb3)；地下水道4樓 (prt_sewb4),https://twroz.wiki/mob?search_query=1048
菁英土波利,2,230,178,203,火1,植物,中,19.5652,1.9087,蘇克拉特沙漠 (moc_fild07),https://twroz.wiki/mob?search_query=2845
菁英大腳熊,31,4310,213,235,地1,動物,大,1.7993,0.3585,斐揚森林 (pay_fild07),https://twroz.wiki/mob?search_query=2884
菁英元宵童子,90,1709279,280,305,無1,人形,小,0,0,崑崙原野崑崙原野 (gon_f01_a)；崑崙原野 (gon_f01_b)；崑崙原野 (gon_f01_z)；崑崙原野 (gon_fild01),https://twroz.wiki/mob?search_query=2683
菁英水靈龜,94,49950,341,346,水2,動物,中,0,0,良龜村 (tur_d03_a)；良龜村 (tur_d03_b)；良龜村 (tur_d03_z)；良龜村 (tur_dun03),https://twroz.wiki/mob?search_query=2831
菁英白鼠,22,2100,202,228,暗1,動物,小,0,0,妙勒尼廢棄礦場1樓 (mjo_d01_a)；妙勒尼廢棄礦場1樓 (mjo_d01_b)；妙勒尼廢棄礦場1樓 (mjo_d01_z)；妙勒尼廢棄礦場1樓 (mjo_dun01),https://twroz.wiki/mob?search_query=2638
菁英米雅畢,119,25940,356,323,暗1,惡魔,中,0,0,天津町 榻榻米迷宮 (ama_dun01),https://twroz.wiki/mob?search_query=2746
菁英妖君,113,34980,345,329,不死2,不死,中,0,0,龍之城王陵內部 (lou_d02_a)；龍之城王陵內部 (lou_d02_b)；龍之城王陵內部 (lou_d02_z)；龍之城王陵內部 (lou_dun02),https://twroz.wiki/mob?search_query=2796
菁英沙漠之狼,14,700,203,227,火1,動物,小,0,0,,https://twroz.wiki/mob?search_query=2855
菁英狂暴蜂兵,120,132605,375,371,風1,昆蟲,小,0,0,,https://twroz.wiki/mob?search_query=2821
菁英邪骸士兵,34,5870,234,244,不死1,不死,中,2.4634,0.5581,斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴3樓 (pay_dun02),https://twroz.wiki/mob?search_query=2648
菁英邪骸海盜,48,0,0,0,不死1,不死,中,,,失事輪2樓 (tre_d02_a)；失事輪2樓 (tre_d02_b)；失事輪2樓 (tre_d02_z)；失事輪2樓 (treasure02),https://twroz.wiki/mob?search_query=25129
菁英波利,1,275,178,203,水1,植物,中,16.3636,1.4182,普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08),https://twroz.wiki/mob?search_query=2696
菁英青蛇,18,1015,207,229,地1,動物,中,5.4089,1.201,斐揚森林 (pay_fild02),https://twroz.wiki/mob?search_query=2653
菁英風靈龜,100,448850,419,395,風2,人形,中,0,0,舊良宮 (tur_d04_a)；舊良宮 (tur_d04_b)；舊良宮 (tur_d04_z)；舊良宮 (tur_dun04),https://twroz.wiki/mob?search_query=2889
菁英海獺,57,25205,277,293,水3,動物,中,1.7997,0.4336,克克魔海邊 (cmd_fild04),https://twroz.wiki/mob?search_query=2668
菁英捲甲蟲,107,50100,450,383,地2,昆蟲,中,2.6844,0.5368,鐘塔地下1樓 (alde_dun01),https://twroz.wiki/mob?search_query=2894
菁英甜餅人,70,333056,276,296,無3,人形,小,0.85,0.17,玩具工廠倉庫 (xma_d01_a)；玩具工廠倉庫 (xma_d01_b)；玩具工廠倉庫 (xma_d01_z)；玩具工廠倉庫 (xmas_dun01),https://twroz.wiki/mob?search_query=2865
菁英野豬,70,45315,297,294,地2,動物,大,1.4876,0.4129,妙勒尼山脈南區 (mjolnir_07),https://twroz.wiki/mob?search_query=2673
菁英傀儡娃娃,90,35830,352,373,念3,惡魔,小,0,0,克雷斯特漢姆 室內 (gl_in01),https://twroz.wiki/mob?search_query=2761
菁英森靈,17,930,210,230,地1,植物,中,5.8065,1.2581,斐揚森林 (pay_fild06),https://twroz.wiki/mob?search_query=2610
菁英盜蟲,23,1770,206,231,無3,昆蟲,小,0,0,地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道3樓 (prt_sewb3),https://twroz.wiki/mob?search_query=2633
菁英黑蛇,91,79790,339,326,毒1,動物,中,1.5055,0.4488,妙勒尼山脈北區 (mjolnir_03),https://twroz.wiki/mob?search_query=2663
菁英群葉貓,96,13175,279,285,地1,動物,小,0,0,哎喲泰雅 原野 (ayo_f02_a)；哎喲泰雅 原野 (ayo_f02_b)；哎喲泰雅 原野 (ayo_f02_z)；哎喲泰雅 原野 (ayo_fild02),https://twroz.wiki/mob?search_query=2781
菁英瘋兔,3,240,182,207,無3,動物,小,18.75,2.0333,普隆德拉區域 (prt_fild01),https://twroz.wiki/mob?search_query=2771
菁英綠棉蟲,6,295,189,212,地1,昆蟲,小,16.0678,2.1492,斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；斐揚森林 (pay_fild03),https://twroz.wiki/mob?search_query=2836
菁英腐屍首領,119,127550,391,388,不死1,不死,中,0,7.3581,,https://twroz.wiki/mob?search_query=2605
菁英摩卡,25,2315,239,235,地1,植物,大,3.6415,0.8549,蘇克拉特沙漠 (moc_fild01),https://twroz.wiki/mob?search_query=2741
菁英樹精,8,390,191,212,地1,植物,中,12.3077,1.8744,斐揚森林 (pay_f01_a)；斐揚森林 (pay_f01_b)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_fild01),https://twroz.wiki/mob?search_query=2615
菁英鴞裊首領,92,36905,384,353,無3,惡魔,大,0,0,鐘塔4樓 (c_tower4),https://twroz.wiki/mob?search_query=2721
菁英羅達蛙,13,700,200,220,水1,魚貝,中,6.9429,1.3929,普隆德拉區域 (prt_fild00),https://twroz.wiki/mob?search_query=2678
華麗金屬,90,100,297,311,聖1,天使,小,0,0,,https://twroz.wiki/mob?search_query=1288
蛙王,29,1052,224,249,水1,魚貝,中,3.6825,0.8964,基乃依沼澤地 (cmd_fild03)；吉芬區域 (gef_fild01),https://twroz.wiki/mob?search_query=1089
超級聖誕老公公,90,100000,313,231,聖3,人形,中,0,0,薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=1247
超異小丑,126,,,,風4,人形,大,,,鐘塔地下4樓 (alde_dun04),https://twroz.wiki/mob?search_query=20175
越獄腐屍,109,30138,455,392,不死2,人形,中,0,0,地下監獄2樓 (gl_prison1),https://twroz.wiki/mob?search_query=20371
雄壯土撥鼠,78,700560,281,309,地2,動物,小,0.1849,0.0339,妙勒尼 廢棄礦場2樓 (mjo_d02_a)；妙勒尼 廢棄礦場2樓 (mjo_d02_b)；妙勒尼 廢棄礦場2樓 (mjo_d02_z)；妙勒尼 廢棄礦場2樓 (mjo_dun02),https://twroz.wiki/mob?search_query=2760
雄壯小惡魔,93,91620,383,393,暗1,惡魔,小,13.275,2.4749,吉芬地下密穴3樓 (gef_d02_a)；吉芬地下密穴3樓 (gef_d02_b)；吉芬地下密穴3樓 (gef_d02_z)；吉芬地下密穴3樓 (gef_dun02),https://twroz.wiki/mob?search_query=2854
雄壯木乃伊,55,21550,293,259,不死2,不死,中,0,0,金字塔2樓 (moc_pryd02)；金字塔2樓 (pry_d02_a)；金字塔2樓 (pry_d02_b)；金字塔2樓 (pry_d02_z),https://twroz.wiki/mob?search_query=2740
雄壯卡那多斯,48,14500,250,278,水1,魚貝,小,0.9148,0.1672,海盜地洞密穴3樓 (iz_d02_a)；海盜地洞密穴3樓 (iz_d02_b)；海盜地洞密穴3樓 (iz_d02_z)；海底洞穴3樓 (iz_dun02),https://twroz.wiki/mob?search_query=2864
雄壯白幽靈,46,11090,274,298,念3,惡魔,小,0,0,地下水道1樓 (gl_sew01),https://twroz.wiki/mob?search_query=2618
雄壯白蟻,36,7240,233,258,地1,昆蟲,小,0,0,螞蟻地獄密穴2樓 (an_d02_a)；螞蟻地獄密穴2樓 (an_d02_b)；螞蟻地獄密穴2樓 (an_d02_z)；螞蟻地獄密穴2樓 (anthell02),https://twroz.wiki/mob?search_query=2902
雄壯克萊本,105,0,0,0,念2,無形,中,,,哎喲泰雅古代神殿內部 (ayo_d01_a)；哎喲泰雅古代神殿內部 (ayo_d01_b)；哎喲泰雅古代神殿內部 (ayo_d01_z)；哎喲泰雅古代神殿迷宮 (ayo_dun01),https://twroz.wiki/mob?search_query=25237
雄壯狂暴大腳熊,118,240010,374,358,地1,動物,大,0,0,,https://twroz.wiki/mob?search_query=2780
雄壯岩石龜,92,1707980,324,340,地2,動物,中,0,0,龜島密穴 (tur_d02_a)；龜島密穴 (tur_d02_b)；龜島密穴 (tur_d02_z)；龜島密穴 (tur_dun02),https://twroz.wiki/mob?search_query=2647
雄壯松鼠,41,15640,252,256,地1,動物,小,1.2967,0.3329,吉芬區域 (gef_fild02),https://twroz.wiki/mob?search_query=2869
雄壯長老樹精,37,10880,236,251,火2,植物,中,1.4531,0.3826,妙勒尼山脈北區 (mjolnir_02),https://twroz.wiki/mob?search_query=2840
雄壯幽靈劍士,85,289000,370,377,暗2,人形,大,0.9,0,騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01),https://twroz.wiki/mob?search_query=2691
雄壯毒魔菇,28,5830,219,246,毒1,植物,中,1.6518,0.413,妙勒尼山脈南區 (mjolnir_06),https://twroz.wiki/mob?search_query=2705
雄壯苗娃佩瑞絲,98,200970,387,384,風2,植物,中,0.7692,0.2315,汶巴拉卡拉拉森林 (um_fild03),https://twroz.wiki/mob?search_query=2720
雄壯飛行魔書,74,32220,370,328,無3,無形,小,0,0,鐘塔1樓 (c_tower1)；鐘塔1樓 (tow_d01_a)；鐘塔1樓 (tow_d01_b)；鐘塔1樓 (tow_d01_z),https://twroz.wiki/mob?search_query=2682
雄壯曼陀羅魔花,13,1400,194,217,地3,植物,中,3.6429,0.6964,吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；吉芬區域 (gef_fild04),https://twroz.wiki/mob?search_query=2765
雄壯畢帝特地龍,86,236110,327,322,地1,龍,中,0.8306,0.2411,吉芬區域 (gef_fild06),https://twroz.wiki/mob?search_query=2715
雄壯蛇女伊絲,59,18685,277,305,暗1,惡魔,大,0,0,金字塔4樓 (moc_pryd04)；金字塔4樓 (pry_d04_a)；金字塔4樓 (pry_d04_b)；金字塔4樓 (pry_d04_z),https://twroz.wiki/mob?search_query=2790
雄壯猴桃木,119,2085072,370,354,地2,植物,中,0,0,崑崙神仙的圍棋臺 (gon_d02_a)；崑崙神仙的圍棋臺 (gon_d02_b)；崑崙神仙的圍棋臺 (gon_d02_z)；崑崙神仙的圍棋臺 (gon_dun02),https://twroz.wiki/mob?search_query=2775
雄壯盜蟲,23,3540,206,231,無3,昆蟲,小,0,0,地下水道4樓 (prt_d04_a)；地下水道4樓 (prt_d04_b)；地下水道4樓 (prt_d04_z)；地下水道4樓 (prt_sewb4),https://twroz.wiki/mob?search_query=2632
雄壯瘋兔,3,480,182,207,無3,動物,小,0,0,普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08),https://twroz.wiki/mob?search_query=2770
雄壯綠棉蟲,6,590,189,212,地1,昆蟲,小,8.0339,1.0746,普隆德拉區域 (prt_fild06),https://twroz.wiki/mob?search_query=2835
雄壯綠蒼蠅,57,33680,286,321,風1,昆蟲,小,1.1544,0.3245,蘇克拉特沙漠 (moc_fild13),https://twroz.wiki/mob?search_query=2642
雄壯腐屍戰俘,89,307130,344,330,不死3,不死,中,0,0,地下監獄1樓 (gl_pri_a)；地下監獄1樓 (gl_pri_b)；地下監獄1樓 (gl_pri_z)；地下監獄1樓 (gl_prison),https://twroz.wiki/mob?search_query=2604
雄壯螃蟹,45,12520,253,269,水1,魚貝,小,0.0626,0.0114,海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海底洞穴2樓 (iz_dun01),https://twroz.wiki/mob?search_query=2628
雄壯諾可伊,106,,329,342,暗1,人形,中,,,人面獅身像地下2樓 (in_sphinx2)；人面獅身像地下2樓 (sp_d02_a)；人面獅身像地下2樓 (sp_d02_b)；人面獅身像地下2樓 (sp_d02_z),https://twroz.wiki/mob?search_query=2687
雄壯鍬形蟲,35,10850,237,254,地1,昆蟲,中,1.377,0.3424,斐揚森林 (pay_fild09),https://twroz.wiki/mob?search_query=2800
雄壯獸人女戰士,54,37090,282,266,地2,人形,中,0.9666,0.2563,吉芬區域 (gef_fild03),https://twroz.wiki/mob?search_query=2725
雄壯獸人戰士長,85,41930,344,305,火2,人形,大,14.8765,2.9758,鐘塔地下2樓 (alde_dun02),https://twroz.wiki/mob?search_query=2805
雄壯鱷魚人,68,79110,286,321,水1,動物,中,0.755,0.2186,基乃依沼澤地 (cmd_fild03),https://twroz.wiki/mob?search_query=2907
黃金蟲,65,68275850,400,357,火2,昆蟲,大,0,0,地下水道4樓 (b_prt_d04)；地下水道4樓 (b_prt_d04_z),https://twroz.wiki/mob?search_query=1086
黃草,1,6,172,202,地1,植物,小,0,0,山特樂曼西區 (cmd_fild06)；山特樂曼東區 (cmd_fild08)；吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00)；崑崙西王母神殿 (gon_d01_a)；崑崙西王母神殿 (gon_d01_b)；崑崙西王母神殿 (gon_d01_z)；崑崙神仙的圍棋臺 (gon_d02_a)；崑崙神仙的圍棋臺 (gon_d02_b)；崑崙神仙的圍棋臺 (gon_d02_z)；崑崙西王母神殿 (gon_dun01)；崑崙神仙的圍棋臺 (gon_dun02)；蘇克拉特沙漠 (moc_f12_a)；蘇克拉特沙漠 (moc_f12_b)；蘇克拉特沙漠 (moc_f12_z)；蘇克拉特沙漠 (moc_f18_a)；蘇克拉特沙漠 (moc_f18_b)；蘇克拉特沙漠 (moc_f18_z)；蘇克拉特沙漠 (moc_fild01)；蘇克拉特沙漠 (moc_fild02)；蘇克拉特沙漠 (moc_fild07)；蘇克拉特沙漠 (moc_fild12)；蘇克拉特沙漠 (moc_fild13)；蘇克拉特沙漠 (moc_fild17)；蘇克拉特沙漠 (moc_fild18)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴4樓-廢村 (pay_dun03)；普隆德拉區域 (prt_fild09)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2)；汶巴拉嚕嚕卡森林 (um_fild01)；汶巴拉滬家森林 (um_fild02)；汶巴拉滬家叢林 (um_fild04),https://twroz.wiki/mob?search_query=1081
黑狐,58,1930,278,280,暗1,動物,中,0.6228,0.1249,人面獅身像地下1樓 (in_sphinx1)；人面獅身像地下2樓 (in_sphinx2)；人面獅身像地下3樓 (in_sphinx3)；人面獅身像地下5樓 (in_sphinx5)；金字塔3樓 (moc_pryd03)；金字塔4樓 (moc_pryd04)；金字塔3樓 (pry_d03_a)；金字塔3樓 (pry_d03_b)；金字塔3樓 (pry_d03_z)；金字塔4樓 (pry_d04_a)；金字塔4樓 (pry_d04_b)；金字塔4樓 (pry_d04_z)；人面獅身像地下1樓 (sp_d01_a)；人面獅身像地下1樓 (sp_d01_b)；人面獅身像地下1樓 (sp_d01_z)；人面獅身像地下2樓 (sp_d02_a)；人面獅身像地下2樓 (sp_d02_b)；人面獅身像地下2樓 (sp_d02_z)；人面獅身像地下3樓 (sp_d03_a)；人面獅身像地下3樓 (sp_d03_b)；人面獅身像地下3樓 (sp_d03_z)；人面獅身像地下5樓 (sp_d05_a)；人面獅身像地下5樓 (sp_d05_b)；人面獅身像地下5樓 (sp_d05_z),https://twroz.wiki/mob?search_query=1146
黑蛇,91,15958,339,326,毒1,動物,中,0.6,0.1496,吉芬區域 (gef_fild06)；人面獅身像地下5樓 (in_sphinx5)；龍之城審良宮 (lou_d01_a)；龍之城審良宮 (lou_d01_b)；龍之城審良宮 (lou_d01_z)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；妙勒尼山脈北區 (mjolnir_03)；妙勒尼山脈北區 (mjolnir_04)；迷宮森林1樓 (prt_maze01)；迷宮森林3樓 (prt_maze03)；人面獅身像地下5樓 (sp_d05_a)；人面獅身像地下5樓 (sp_d05_b)；人面獅身像地下5樓 (sp_d05_z),https://twroz.wiki/mob?search_query=1037
黑菇,1,5,172,202,地1,植物,小,0,0,吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴1樓 (gef_dun00)；吉芬地下密穴2樓 (gef_dun01)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海盜地洞密穴3樓 (iz_d02_a)；海盜地洞密穴3樓 (iz_d02_b)；海盜地洞密穴3樓 (iz_d02_z)；海底洞穴1樓 (iz_dun00)；海底洞穴2樓 (iz_dun01)；海底洞穴3樓 (iz_dun02)；龍之城審良宮 (lou_d01_a)；龍之城審良宮 (lou_d01_b)；龍之城審良宮 (lou_d01_z)；龍之城王陵 (lou_dun01)；獸人地下洞窟1樓 (orc_d01_a)；獸人地下洞窟1樓 (orc_d01_b)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟2樓 (orc_d02_a)；獸人地下洞窟2樓 (orc_d02_b)；獸人地下洞窟2樓 (orc_d02_z)；獸人地下洞窟1樓 (orcsdun01)；獸人地下洞窟2樓 (orcsdun02)；斐揚洞穴1樓 (pay_d00_a)；斐揚洞穴1樓 (pay_d00_b)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴2樓 (pay_d01_a)；斐揚洞穴2樓 (pay_d01_b)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴1樓 (pay_dun00)；斐揚洞穴2樓 (pay_dun01)；斐揚洞穴3樓 (pay_dun02)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2),https://twroz.wiki/mob?search_query=1084
黑暗之王,96,57163200,481,445,不死4,惡魔,大,0,0,地下公墓 (b_gl_chy)；地下公墓 (b_gl_chy_z),https://twroz.wiki/mob?search_query=1272
黑蟻,35,756,227,247,地1,昆蟲,小,0.7103,0.1402,螞蟻地獄密穴1樓 (an_d01_a)；螞蟻地獄密穴1樓 (an_d01_b)；螞蟻地獄密穴1樓 (an_d01_z)；螞蟻地獄密穴2樓 (an_d02_a)；螞蟻地獄密穴2樓 (an_d02_b)；螞蟻地獄密穴2樓 (an_d02_z)；螞蟻地獄密穴1樓 (anthell01)；螞蟻地獄密穴2樓 (anthell02),https://twroz.wiki/mob?search_query=1176
嗒妮小姐,112,169344000,513,402,風3,植物,大,0,0,哎喲泰雅古代神殿內部 (b_ayo_d02)；哎喲泰雅古代神殿內部 (b_ayo_d02_z),https://twroz.wiki/mob?search_query=1688
嗜血怪人,110,184926,395,380,暗3,人形,大,0.1135,0.0352,尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆鬼峽谷 (nif_fild02),https://twroz.wiki/mob?search_query=1507
塔奧群卡,110,,541,498,無3,惡魔,大,,,西邊洞穴加露 (b_bea_d01)；西邊洞穴加露 (b_bea_d01_z),https://twroz.wiki/mob?search_query=1583
塔嚕安,109,212705,322,315,暗3,惡魔,大,0,0,哎喲泰雅古代神殿內部 (ayo_d02_a)；哎喲泰雅古代神殿內部 (ayo_d02_b)；哎喲泰雅古代神殿內部 (ayo_d02_z)；哎喲泰雅古代神殿內部 (ayo_dun02),https://twroz.wiki/mob?search_query=1584
愛麗絲女僕,100,19230,392,369,無3,人形,中,0,0,克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城1樓 (gl_cas01)；克雷斯特漢姆古城2樓 (gl_cas02)；克雷斯特漢姆 室內 (gl_in01)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；騎士團2樓 (gl_knt02),https://twroz.wiki/mob?search_query=1275
搖滾蝗蟲,15,155,203,234,地1,昆蟲,中,1.1226,0.2194,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；普隆德拉區域 (prt_f07_a)；普隆德拉區域 (prt_f07_b)；普隆德拉區域 (prt_f07_z)；普隆德拉區域 (prt_fild07)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1052
暗黑祭司,98,31360,376,366,不死4,惡魔,中,0.576,0,地下公墓 (gl_chy_a)；地下公墓 (gl_chy_b)；地下公墓 (gl_chy_z)；地下公墓 (gl_chyard),https://twroz.wiki/mob?search_query=1198
榔頭哥布靈,58,4443,265,287,地1,人形,中,0.5998,0.1107,吉芬區域 (gef_f11_a)；吉芬區域 (gef_f11_b)；吉芬區域 (gef_f11_z)；吉芬區域 (gef_fild11)；普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1125
